codigo,classificacao,natureza,centro_de_custo,historico,valor,data_competencia,data_baixa,situacao,tipo,unidade,codigo_classificacao,codigo_natureza
2.01.01.001, CUSTOS VARIÁVEIS, TRANSPORTE TERCEIRIZADO,AGREGADO,HISTÓRICO 6657,1721.04,2022-07-01,2022-07-07,Baixado,Pagar,SUDESTE,05,5.4
2.01.02.001, CUSTOS VARIÁVEIS, TRANSPORTE PRÓPRIO,COMBUSTÍVEL,HISTÓRICO 6658,28684.0,2022-07-01,2022-07-07,Baixado,Pagar,SUDESTE,05,5.5
2.01.02.001, CUSTOS VARIÁVEIS, TRANSPORTE PRÓPRIO,COMBUSTÍVEL,HISTÓRICO 6659,12675.75,2022-07-01,2022-07-12,Baixado,Pagar,SUDESTE,05,5.5
2.01.01.001, CUSTOS VARIÁVEIS, TRANSPORTE TERCEIRIZADO,AGREGADO,HISTÓRICO 6660,21535.95,2022-07-01,2022-07-08,Baixado,Pagar,ADM. CENTRAL,05,5.4
2.01.01.001, CUSTOS VARIÁVEIS, TRANSPORTE TERCEIRIZADO,AGREGADO,HISTÓRICO 6661,21535.95,2022-07-01,2022-07-08,Baixado,Pagar,SUDESTE,05,5.4
2.01.01.001, CUSTOS VARIÁVEIS, TRANSPORTE TERCEIRIZADO,AGREGADO,HISTÓRICO 6662,11084.5,2022-07-01,2022-07-08,Baixado,Pagar,ADM. CENTRAL,05,5.4
2.01.01.001, CUSTOS VARIÁVEIS, TRANSPORTE TERCEIRIZADO,AGREGADO,HISTÓRICO 6663,11084.64,2022-07-01,2022-07-08,Baixado,Pagar,SUDESTE,05,5.4
2.01.01.001, CUSTOS VARIÁVEIS, TRANSPORTE TERCEIRIZADO,AGREGADO,HISTÓRICO 6664,43847.8,2022-07-01,2022-07-08,Baixado,Pagar,ADM. CENTRAL,05,5.4
2.01.01.001, CUSTOS VARIÁVEIS, TRANSPORTE TERCEIRIZADO,AGREGADO,HISTÓRICO 6665,43847.8,2022-07-01,2022-07-08,Baixado,Pagar,SUDESTE,05,5.4
2.01.05.005, DESPESAS FIXAS, ADMINISTRATIVAS,"ÁGUA, CAFÉ E LANCHE",HISTÓRICO 6666,717.1,2022-07-01,2022-07-07,Baixado,Pagar,SUDESTE,06,6.2
2.01.09.003, DESPESAS FIXAS, COMERCIAIS,ALIMENTAÇÃO,HISTÓRICO 6667,5691.62,2022-06-01,2022-07-07,Baixado,Pagar,SUDESTE,06,6.3
2.01.09.002, DESPESAS FIXAS, COMERCIAIS,HOSPEDAGEM,HISTÓRICO 6668,4302.6,2022-07-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.3
2.02.07.001, DESPESAS FIXAS, VEÍCULOS,SERVIÇOS OFICINA,HISTÓRICO 6669,27011.44,2022-07-01,2022-07-07,Baixado,Pagar,ADM. CENTRAL,06,6.8
2.01.05.003, DESPESAS FIXAS, ADMINISTRATIVAS,TONNER E REPARO IMPRESSORA,HISTÓRICO 6670,3155.24,2022-07-01,2022-07-06,Baixado,Pagar,ADM. CENTRAL,06,6.2
2.03.03.007, INVESTIMENTOS, BENS MATERIAIS,CAMARA FRIA,HISTÓRICO 6671,89745.21,2022-07-01,2022-07-06,Baixado,Pagar,SUDESTE,08,8.2
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6672,23764.69,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6673,21383.92,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6674,3011.82,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.03.04.004, DEDUÇÕES DA RECEITA, CANCELAMENTOS E DEVOLUÇÕES,COMPRA CANCELADA / DEVOLUÇÃO VENDA,HISTÓRICO 6675,3011.82,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,04,4.4
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6676,11258.47,2022-06-01,2022-07-05,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6677,45578.88,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6678,13538.85,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6679,77446.8,2022-06-01,2022-07-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6680,16606.31,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6681,14888.14,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6682,14888.14,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6683,78574.51,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6684,38130.79,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6685,31404.82,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6686,19880.74,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6687,25850.74,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6688,17340.63,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6689,17589.89,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6690,15590.9,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6691,37155.53,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6692,1688.91,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6693,15698.04,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6694,14888.14,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6695,3927.56,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6696,16650.06,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6697,14907.51,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6698,13743.51,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6699,11959.51,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6700,18946.5,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6701,28368.62,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6702,8585.98,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6703,11379.8,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6704,74525.33,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6705,15050.21,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6706,13295.18,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6707,11290.31,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6708,4405.58,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6709,16215.5,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6710,14557.42,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6711,14888.14,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6712,14219.95,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6713,14888.14,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6714,14664.41,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6715,17876.16,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6716,14888.14,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6717,14888.14,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6718,48362.66,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6719,23494.78,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6720,14888.14,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6721,13346.52,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6722,16920.12,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6723,15698.04,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6724,17603.23,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6725,25880.86,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6726,15137.98,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6727,11274.53,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6728,14230.28,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6729,14297.54,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6730,14899.9,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6731,16204.74,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6732,16242.46,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6733,24474.34,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6734,10243.92,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6735,26932.55,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6736,15698.04,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6737,16614.35,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6738,69599.72,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6739,15952.18,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6740,5365.49,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6741,15004.31,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6742,15120.2,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6743,19035.42,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6744,8784.33,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6745,14898.33,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6746,39561.98,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6747,14975.92,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6748,13885.78,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6749,15009.76,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6750,17605.38,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6751,17718.68,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6752,16327.79,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6753,15068.85,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6754,24786.27,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6755,17586.45,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6756,7231.81,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6757,4886.61,2022-06-01,2022-07-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6758,1436.92,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6759,27520.58,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6760,14888.14,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6761,61476.7,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6762,10923.73,2022-06-01,2022-07-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6763,15115.89,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6764,4887.75,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6765,8351.92,2022-06-01,2022-07-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6766,12531.61,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6767,3367.5,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6768,4648.39,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6769,3379.84,2022-06-01,2022-07-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6770,3382.13,2022-06-01,2022-07-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6771,11880.91,2022-06-01,2022-07-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6772,14714.03,2022-06-01,2022-07-07,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6773,10878.55,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6774,3368.08,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6775,14044.55,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.01.09.007, DESPESAS FIXAS, COMERCIAIS,LICITAÇÕES,HISTÓRICO 6776,152.6,2022-07-01,2022-07-07,Baixado,Pagar,ADM. CENTRAL,06,6.3
2.02.01.016, DESPESAS FIXAS, PESSOAL,VERBAS RESCISÓRIAS,HISTÓRICO 6777,6487.17,2022-07-01,2022-07-15,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.016, DESPESAS FIXAS, PESSOAL,VERBAS RESCISÓRIAS,HISTÓRICO 6778,6978.53,2022-07-01,2022-07-15,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.001, DESPESAS FIXAS, PESSOAL,SALÁRIO LIQUIDO,HISTÓRICO 6779,10420.47,2022-06-01,2022-07-06,Baixado,Pagar,SUDESTE,06,6.1
2.02.01.020, DESPESAS FIXAS, PESSOAL,CESTA BÁSICA,HISTÓRICO 6780,6167.06,2022-07-01,2022-07-08,Baixado,Pagar,SUDESTE,06,6.1
2.03.01.004, DESPESAS FIXAS, MÃO DE OBRA TERCEIRIZADA,MANUTENÇÃO DE MÁQUINAS E EQUIPAMENTOS,HISTÓRICO 6781,8901.22,2022-07-01,2022-07-19,Baixado,Pagar,SUDESTE,06,6.5
2.03.01.004, DESPESAS FIXAS, MÃO DE OBRA TERCEIRIZADA,MANUTENÇÃO DE MÁQUINAS E EQUIPAMENTOS,HISTÓRICO 6782,7888.1,2022-07-01,2022-07-19,Baixado,Pagar,SUDESTE,06,6.5
2.01.01.001, CUSTOS VARIÁVEIS, TRANSPORTE TERCEIRIZADO,AGREGADO,HISTÓRICO 6783,49382.52,2022-07-01,2022-07-08,Baixado,Pagar,ADM. CENTRAL,05,5.4
2.02.01.008, DESPESAS FIXAS, PESSOAL,HORAS EXTRAS,HISTÓRICO 6784,358.55,2022-07-01,2022-07-08,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.008, DESPESAS FIXAS, PESSOAL,HORAS EXTRAS,HISTÓRICO 6785,631.05,2022-07-01,2022-07-08,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.008, DESPESAS FIXAS, PESSOAL,HORAS EXTRAS,HISTÓRICO 6786,358.55,2022-07-01,2022-07-08,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.008, DESPESAS FIXAS, PESSOAL,HORAS EXTRAS,HISTÓRICO 6787,89.64,2022-07-01,2022-07-08,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.008, DESPESAS FIXAS, PESSOAL,HORAS EXTRAS,HISTÓRICO 6788,358.55,2022-07-01,2022-07-08,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.01.02.001, CUSTOS VARIÁVEIS, TRANSPORTE PRÓPRIO,COMBUSTÍVEL,HISTÓRICO 6789,10380.02,2022-07-01,2022-07-08,Baixado,Pagar,SUDESTE,05,5.5
2.01.01.005, CUSTOS VARIÁVEIS, TRANSPORTE TERCEIRIZADO,CHAPA (CARGA E DESCARGA),HISTÓRICO 6790,14915.68,2022-07-01,2022-07-08,Baixado,Pagar,SUDESTE,05,5.4
2.01.09.002, DESPESAS FIXAS, COMERCIAIS,HOSPEDAGEM,HISTÓRICO 6791,9021.12,2022-07-01,2022-07-19,Baixado,Pagar,SUDESTE,06,6.3
2.02.01.008, DESPESAS FIXAS, PESSOAL,HORAS EXTRAS,HISTÓRICO 6792,358.55,2022-07-01,2022-07-08,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.008, DESPESAS FIXAS, PESSOAL,HORAS EXTRAS,HISTÓRICO 6793,358.55,2022-07-01,2022-07-08,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.008, DESPESAS FIXAS, PESSOAL,HORAS EXTRAS,HISTÓRICO 6794,358.55,2022-07-01,2022-07-08,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.02.01.008, DESPESAS FIXAS, PESSOAL,HORAS EXTRAS,HISTÓRICO 6795,89.64,2022-07-01,2022-07-08,Baixado,Pagar,ADM. CENTRAL,06,6.1
2.01.01.001, CUSTOS VARIÁVEIS, TRANSPORTE TERCEIRIZADO,AGREGADO,HISTÓRICO 6796,21513.0,2022-07-01,2022-07-05,Baixado,Pagar,SUDESTE,05,5.4
2.01.01.005, CUSTOS VARIÁVEIS, TRANSPORTE TERCEIRIZADO,CHAPA (CARGA E DESCARGA),HISTÓRICO 6797,2868.4,2022-07-01,2022-07-05,Baixado,Pagar,SUDESTE,05,5.4
